,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_001024135,142.9516421,0.427794048,0.229535596,-1.863737285,0.062358607,0.479655939
NM_001024136,19.82079899,-0.69563716,0.298638318,2.329363375,0.019839824,0.250051316
NM_001024137,5.897566269,-0.166317997,0.158581972,1.048782505,NA,1
NM_001024139,0.892607677,0.15356321,0.217373334,-0.706449166,0.479908855,1
NM_001024142,45.42855901,-0.068882274,0.225572383,0.305366609,0.76008695,1
NM_001024145,23.25120756,-0.578457121,0.273300516,2.11656066,NA,1
NM_001024205,1852.499665,0.489193782,0.160882093,-3.040697525,0.002360308,0.057996586
NM_001024206,1009.54879,-0.239188307,0.152037978,1.573214204,0.115669227,0.628384336
NM_001024230,24.12248828,0.609231985,0.260774733,-2.336238559,0.019478812,0.246872793
NM_001024385,81.43632693,0.141018687,0.302707959,-0.465857217,0.641317706,1
NM_001024474,12.79169221,-0.494962437,0.325260936,1.52173957,NA,1
NM_001024478,0.308824027,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001024539,13.6682216,-0.567071444,0.342506818,1.655650091,0.0977927,0.590069602
NM_001024560,305.2242126,-0.060070887,0.16848347,0.356538757,0.721437132,1
NM_001024602,1745.905164,0.031659012,0.100090118,-0.316305069,0.751770964,1
NM_001024604,433.5876246,-0.137539438,0.173295144,0.793671624,0.427386624,0.977493805
NM_001024606,721.4194299,0.098544437,0.167970948,-0.58667548,0.557421679,1
NM_001024614,0.26371246,0.025402746,0.148967141,-0.170525834,0.86459662,1
NM_001024616,1413.779899,0.271895347,0.167395819,-1.62426606,0.104319038,0.604856336
NM_001024622,1743.863492,0.074101257,0.096491574,-0.767955733,0.442513485,0.983944806
NM_001024624,29.61810185,0.129153988,0.279163504,-0.462646392,0.64361785,1
NM_001024645,26.05399345,0.568845886,0.283226422,-2.008449219,0.044595577,0.40364431
NM_001024672,1.021648932,-0.092020693,0.2813167,0.327107111,0.743586874,1
NM_001024698,1.43237591,-0.211135527,0.188247547,1.12158448,NA,1
NM_001024699,104.9432551,-0.273429249,0.215949338,1.266173127,0.205451106,0.796048537
NM_001024702,3.978862901,-0.068978408,0.349066456,0.197608239,0.843351588,1
NM_001024703,313.1882961,-0.121337809,0.154709017,0.784296941,0.432865894,0.978974281
NM_001024707,975.1648902,0.226236611,0.144076071,-1.570258056,0.116355088,0.629914242
NM_001024716,10.67512693,0.351904057,0.316291481,-1.112594167,0.265882767,0.870840421
NM_001024717,58.05004992,0.228259352,0.203432091,-1.122042008,0.261844579,0.867690393
NM_001024719,3888.43061,0.123549387,0.151274219,-0.816724673,0.414085788,0.970192346
NM_001024720,87.49842879,-0.297605088,0.192461244,1.546311778,0.122029289,0.645677892
NM_001024721,1.379747126,0.28493254,0.320014677,-0.890373351,0.373265447,0.954683434
NM_001024726,127.211644,0.359917885,0.14907784,-2.414295011,0.015765691,0.21692617
NM_001024728,110.5348747,-1.224161864,0.220569882,5.549995558,2.86E-08,4.45E-06
NM_001024806,1287.397323,0.110222051,0.121564653,-0.906694904,0.364568159,0.947226496
NM_001024841,2.995788185,-0.069779933,0.313071393,0.222888244,0.823622486,1
NM_001024846,1.14965444,-0.107633993,0.241622356,0.445463719,0.655984674,1
NM_001024848,1.46778322,0.317646457,0.295113031,-1.076355239,0.281768413,0.880332088
NM_001024849,279.7320034,0.207145391,0.187689665,-1.103659017,0.26974108,0.873551862
NM_001024851,3.773096039,0.101429961,0.340842171,-0.297586301,0.766018931,1
NM_001024853,13.00963158,0.042938757,0.311290095,-0.137938076,0.890289358,1
NM_001024910,0.153519851,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001024911,62.20959237,-0.298176713,0.237808172,1.253853937,0.2098951,0.803280492
NM_001024917,288.2960703,-0.066203684,0.226491354,0.292301155,0.770056376,1
NM_001024918,0.791710175,-0.043855034,0.18759149,0.233779445,0.815156208,1
NM_001024919,991.1382698,-0.069694619,0.088980165,0.783260167,0.433474349,0.979759124
NM_001024920,159.0577716,-0.025045934,0.15062656,0.166278339,0.867937912,1
NM_001024922,986.2709883,0.08488313,0.157882246,-0.537635685,0.590828589,1
NM_001024926,334.0313376,-0.28222091,0.130668803,2.159818592,0.030786716,0.327403122
NM_001024928,75.06242281,0.308415002,0.196130664,-1.572497613,0.115835192,0.628739481
NM_001024932,54.47994051,-0.062031205,0.200688797,0.309091516,0.757251912,1
NM_001024945,552.2304113,-0.761369954,0.212273975,3.586732449,0.000334848,0.013641209
NM_001024950,159.7685643,-0.166960077,0.168683404,0.989783659,0.322279874,0.912946034
NM_001024952,559.2167332,0.082382618,0.16880255,-0.48804131,0.625520581,1
NM_001024954,75.89338088,-0.451845943,0.23371393,1.933329109,0.053195668,0.440525154
NM_001024955,5.189739296,0.075614478,0.342708658,-0.220637783,0.82537448,1
NM_001025067,0.160263877,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001025074,0.385874145,-0.113125737,0.149015622,0.759153542,0.447760714,0.983944806
NM_001025083,0.183109616,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001025102,4.954898423,0.032217699,0.348794906,-0.092368605,0.926405182,1
NM_001025103,187.3330441,0.155290766,0.135983444,-1.141982894,0.25346113,0.858322972
NM_001025163,1.951069646,0.28288037,0.293104515,-0.96511775,0.334485838,0.923165823
NM_001025192,1465.299371,-0.617454149,0.193808209,3.18590297,0.00144303,0.040698665
NM_001025245,33.05988798,-0.181562689,0.280527595,0.647218643,0.517490447,1
NM_001025246,415.4132144,-0.2262658,0.160419182,1.410465989,0.158402132,0.722930058
NM_001025296,13.29498261,0.124377014,0.295156636,-0.421393248,0.673467949,1
NM_001025309,6.907761262,-0.166107109,0.34632368,0.479629658,0.631490753,1
NM_001025311,0.238776044,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_001025365,1012.872393,0.076642236,0.141322583,-0.542321223,0.587597238,1
NM_001025371,6.77524083,0.02529506,0.342279928,-0.073901675,0.941088623,1
NM_001025373,226.0562959,0.010410858,0.207748847,-0.050112711,0.96003257,1
NM_001025375,7.592943662,-0.011461598,0.328505067,0.034890171,0.972167318,1
NM_001025379,8.99332274,-0.070348097,0.338914096,0.207569108,0.835565427,1
NM_001025381,3.606456986,-0.105013865,0.34905398,0.300852793,0.763526749,1
NM_001025382,0.63650949,-0.071359356,0.22385241,0.318778591,0.749894414,1
NM_001025388,52.84719649,-0.130110089,0.230329549,0.564886659,0.572150859,1
NM_001025426,3.074312831,-0.226171197,0.34626086,0.653181526,0.513639258,1
NM_001025431,0.678110305,-0.173991347,0.227089989,0.766177974,0.443570412,0.983944806
NM_001025432,1230.742361,0.070065694,0.136537628,-0.513160332,0.607839172,1
NM_001025435,0.327763483,-0.089527898,0.148967141,0.600990916,0.547846037,1
NM_001025560,0.37804912,-0.113125737,0.149015622,0.759153542,0.447760714,0.983944806
NM_001025561,0.709541613,-0.036719343,0.244443181,0.150216272,0.880593988,1
NM_001025570,6.373102525,-0.21171114,0.349010213,0.606604426,0.544113462,1
NM_001025572,633.7664089,0.494002703,0.239527595,-2.062404136,0.039169276,0.374451069
NM_001025573,1.265238404,-0.416026551,0.270642797,1.537179467,0.124249367,0.651650818
NM_001025575,8963.665947,-0.001209012,0.136259687,0.008872852,0.992920581,1
NM_001025576,762.1219286,0.051926761,0.178694657,-0.29058933,0.771365422,1
NM_001025577,1176.083345,0.545849423,0.133225095,-4.097196722,4.18E-05,0.002466755
NM_001025581,0.470307108,0.005469935,0.171607194,-0.031874744,0.97457194,1
NM_001025602,4.813637916,0.207521868,0.349067138,-0.594504168,0.552174956,1
NM_001025605,23.42348635,0.068992423,0.263716939,-0.261615439,0.79361794,1
NM_001025606,10.62959609,-0.814699884,0.345393639,2.358757642,0.018336227,0.237608524
NM_001025612,138.9278043,0.177324456,0.222835916,-0.795762455,0.426170118,0.977097734
NM_001025613,1.101908732,0.021688257,0.259825113,-0.083472518,0.933475828,1
NM_001026211,76.92870024,0.219569736,0.169774482,-1.293302348,0.195906509,0.784759171
NM_001026212,1030.426031,-0.084141748,0.089422452,0.940946551,0.34673225,0.930875283
NM_001029838,0.314385868,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001029842,3.499810603,-0.821488914,0.347319216,2.365227365,0.018019005,0.23562054
NM_001029855,1.820290011,-0.183756053,0.304986077,0.602506367,0.546837127,1
NM_001029856,70.63776671,-0.121355934,0.240938857,0.50367938,0.614486701,1
NM_001029867,18642.11291,0.605229295,0.117005513,-5.172656208,2.31E-07,3.00E-05
NM_001029868,0.233214203,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_001029872,0.727649082,-0.087036198,0.209851117,0.414752132,0.678323365,1
NM_001029873,21.1867855,0.218265811,0.288932478,-0.755421517,0.449996107,0.985315417
NM_001029876,240.6203449,-0.215468972,0.174155004,1.237225272,0.216003462,0.813314095
NM_001029877,88.42036894,0.020657272,0.157751094,-0.130948519,0.895816033,1
NM_001029878,0.639428058,-0.210908627,0.204205556,1.032825113,0.301685749,0.895432036
NM_001029889,1477.08228,0.183310417,0.148813912,-1.231809683,0.218020185,0.815880213
NM_001029890,12.65983996,0.757323982,0.31261111,-2.422575392,0.015410928,0.21393388
NM_001029912,94.71597871,-0.136271692,0.19367063,0.703626005,0.481665712,1
NM_001029929,29.90038455,0.122069096,0.23652969,-0.516083608,0.605796016,1
NM_001029933,5.738605668,0.583433164,0.348759602,-1.672880576,0.094350808,0.578827351
NM_001029934,685.9252616,-0.045715445,0.131299901,0.348175776,0.727708179,1
NM_001029935,0.325371005,0.111590137,0.16125285,-0.692019622,0.488925006,1
NM_001029936,0.326275842,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_001029937,0.242688557,-0.020800492,0.149758975,0.138893126,0.889534603,1
NM_001029938,1624.736512,0.128317344,0.165684817,-0.774466521,0.438654959,0.981753028
NM_001029978,1.336070374,-0.189448905,0.298177855,0.635355381,0.525196662,1
NM_001029979,3788.696066,0.213655966,0.15062721,-1.418442033,0.156061751,0.718591156
NM_001029982,530.7911374,-0.009408892,0.172818473,0.054443788,0.956581593,1
NM_001029983,1402.022509,-0.056972865,0.089178424,0.638863778,0.522911554,1
NM_001029984,1.889598258,0.065619138,0.317716476,-0.206533634,0.836374095,1
NM_001029985,655.8419328,-1.225683826,0.189552766,6.466188036,1.01E-10,2.61E-08
NM_001029988,7.409762748,-0.1668529,0.158793896,1.050751342,NA,1
NM_001029990,764.6730858,0.206478625,0.12616873,-1.636527729,0.101729187,0.598830614
NM_001030014,644.8657087,-0.142167446,0.137949329,1.030577296,0.302739088,0.89621237
NM_001030293,0.604115787,-0.047018364,0.200471257,0.234539179,0.814566421,1
NM_001030294,1.262652945,0.021078257,0.283414926,-0.074372429,0.940714046,1
NM_001030296,10.19966924,-0.329433007,0.334387834,0.985182393,0.324534487,0.913926262
NM_001030307,597.4027315,0.310676818,0.171208644,-1.814609422,0.069583954,0.502762885
NM_001031621,0.334400245,0.002885397,0.161981176,-0.017813164,0.985787903,1
NM_001031664,1.652321254,0.190412441,0.295457761,-0.644465864,0.519273386,1
NM_001031667,2729.323432,0.083343768,0.121923471,-0.683574436,0.494243932,1
NM_001031808,797.5846907,0.056122476,0.145406061,-0.385970677,0.699518386,1
NM_001031811,0.161483081,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_001031814,2537.628989,0.090161306,0.165820246,-0.543729177,0.586627851,1
NM_001031851,6.674102676,-0.283581314,0.346081063,0.819407199,0.412554129,0.96860424
NM_001032298,0.37804912,-0.113125737,0.149015622,0.759153542,0.447760714,0.983944806
NM_001033039,3.923931861,0.008008237,0.343175099,-0.023335717,0.981382481,1
NM_001033040,37.54208737,0.449896103,0.266168577,-1.690267525,0.090976785,0.56990784
NM_001033041,258.7678795,-0.009220546,0.177273898,0.052012995,0.958518339,1
NM_001033042,87.52416926,-0.291003481,0.277713332,1.047855639,0.294705123,0.891120812
NM_001033043,0.484310345,0.004606251,0.19441791,-0.023692522,0.981097871,1
NM_001033122,7.524428445,0.6427857,0.327186226,-1.964586675,0.049462095,0.423995246
NM_001033124,23.88223038,0.112627625,0.334910145,-0.336292066,0.736650632,1
NM_001033126,1.249248821,0.168654896,0.3131556,-0.5385658,0.590186491,1
NM_001033128,58.52660368,0.297408298,0.175762814,-1.692100232,0.090626864,0.568668368
NM_001033131,230.2222404,-0.260397148,0.19254107,1.352423915,NA,1
NM_001033132,1.168867603,0.084885868,0.277039926,-0.306403013,0.759297815,1
NM_001033135,1777.10168,-0.187078255,0.113079447,1.654396614,0.098046954,0.590405678
NM_001033136,2108.213206,-0.38070174,0.14406811,2.642512213,0.00822935,0.137026367
NM_001033139,81.21264918,0.052389233,0.19778983,-0.264873242,0.791107112,1
NM_001033140,621.923783,-0.000432787,0.154626399,0.002798919,0.997766789,1
NM_001033141,85.169721,0.072683935,0.157917046,-0.460266557,0.645324903,1
NM_001033142,602.4790493,0.139328909,0.12545187,-1.11061643,0.266733487,0.870840421
NM_001033145,891.6599237,0.230912844,0.156384866,-1.476567713,0.139791552,0.683543654
NM_001033148,88.60388814,-0.181834031,0.207411818,0.876681147,0.38065985,0.958776742
NM_001033149,6.49427298,-0.130640139,0.203328613,0.642507401,NA,1
NM_001033150,4.592643185,0.356566953,0.348279219,-1.023796234,0.305931529,0.898587073
NM_001033155,133.0382517,0.202531561,0.149399782,-1.35563491,0.175215359,0.753333388
NM_001033156,392.6811417,0.38359749,0.198756942,-1.929982853,0.053608962,0.441982831
NM_001033158,17.95285311,-0.180307367,0.348625714,0.517194687,0.605020261,1
NM_001033159,202.8769052,0.348192238,0.19088609,-1.824083871,0.068139393,0.498553073
NM_001033161,552.1649387,-0.009374404,0.149590757,0.062666997,0.950031678,1
NM_001033162,0.737340256,0.25401803,0.249525899,-1.018002665,0.308676689,0.899575395
NM_001033164,1035.4179,-0.00316324,0.165372632,0.019127952,0.984739033,1
NM_001033165,727.3134721,0.268362063,0.117955668,-2.275109526,0.02289936,0.273193842
NM_001033166,0.478357259,0.005696931,0.212291223,-0.026835452,0.978590976,1
NM_001033167,2709.089096,-0.065570492,0.125841739,0.521055199,0.602328319,1
NM_001033168,1.746130855,-0.112670993,0.325560462,0.346083159,0.729280219,1
NM_001033170,3.093176182,-0.141487801,0.303267832,0.466544044,NA,1
NM_001033171,3.784866961,-0.397491688,0.332523956,1.195377597,0.231939535,0.831860995
NM_001033172,22.06663831,-0.137164892,0.286853446,0.478170626,0.632528767,1
NM_001033173,283.4075903,0.536426341,0.155010167,-3.46058811,0.000538997,0.019608369
NM_001033174,2234.362081,-0.111916835,0.108105133,1.035259213,0.300547872,0.894457625
NM_001033175,294.8723601,0.538080625,0.238913174,-2.252201566,0.024309537,0.282513384
NM_001033176,4.381011187,-0.035631405,0.340052905,0.104781945,0.916548837,1
NM_001033177,1.668547844,-0.231370146,0.193049776,1.198499943,NA,1
NM_001033178,26.51932565,-0.27481545,0.270111772,1.01741382,0.30895661,0.899669075
NM_001033184,1.337531991,0.007466023,0.26261921,-0.028429081,0.97731993,1
NM_001033185,0.629228405,0.135973097,0.202280296,-0.672201393,0.501455494,1
NM_001033189,31.36990949,-0.523043334,0.334052002,1.565754228,0.117406166,0.632476029
NM_001033192,236.0014457,-0.090387564,0.284802108,0.317369715,0.750963085,1
NM_001033194,314.3854805,-0.023585754,0.109364963,0.215660975,0.829252023,1
NM_001033196,196.9975758,-0.297090296,0.181335689,1.638344321,0.101349887,0.597879985
NM_001033201,623.3949554,-0.125442889,0.123120407,1.018863504,0.308267772,0.899575395
NM_001033202,562.6056363,0.012720968,0.13222664,-0.096205791,0.923357132,1
NM_001033204,1.289969661,0.064949199,0.298819393,-0.21735269,0.827933497,1
NM_001033205,10.77755062,-0.241645848,0.3157828,0.765228023,0.444135775,0.983944806
NM_001033207,1318.089026,-0.190724191,0.154475275,1.23465837,0.216957675,0.814392364
NM_001033208,35.90578538,-0.045345429,0.250648629,0.180912337,0.856436385,1
NM_001033209,30.66419001,0.204669594,0.274079938,-0.74675146,0.455213601,0.988642907
NM_001033210,10.41394672,-1.153857079,0.348991955,3.306256959,0.000945513,0.03001724
NM_001033212,0.250722616,0.025402746,0.148967141,-0.170525834,0.86459662,1
NM_001033213,649.9942313,-0.490230954,0.136034945,3.60371341,0.000313703,0.012964249
NM_001033215,0.202230122,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001033217,124.8811761,0.307026558,0.164703858,-1.864112724,0.062305876,0.479447562
NM_001033219,7.022073518,-0.369893494,0.348925669,1.060092525,0.289102508,0.888276015
NM_001033220,103.2693202,-0.042316213,0.218156335,0.193971967,0.846197832,1
NM_001033222,611.7383589,-0.118585341,0.156644678,0.757033962,0.449029516,0.984480023
NM_001033225,3000.761916,-0.005080721,0.320132808,0.015870666,0.987337572,1
NM_001033227,1.022986811,-0.0568814,0.240243565,0.236765552,0.812838677,1
NM_001033228,370.6512345,-0.045463623,0.160594434,0.283095884,0.777103337,1
NM_001033231,589.196254,-0.221894599,0.12141137,1.827626179,0.067605674,0.496137558
NM_001033233,1.587806303,-0.202120748,0.173137721,1.16739869,NA,1
NM_001033236,69.5291873,-0.381349452,0.193496,1.970838942,0.048742301,0.421179428
NM_001033238,351.9929821,0.413175305,0.205318053,-2.012367147,0.044181249,0.402493203
NM_001033239,13.38293884,-0.167794372,0.159165466,1.054213428,NA,1
NM_001033242,900.8882233,0.098921104,0.106897262,-0.925384823,0.354765771,0.940703068
NM_001033243,14.62685129,0.581003036,0.327214322,-1.775603933,0.075798221,0.520245634
NM_001033247,0.336410159,0.003775418,0.183548981,-0.020568994,0.983589474,1
NM_001033248,0.167704886,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001033249,7.882804861,0.535878051,0.330447541,-1.621673593,0.104873256,0.606143255
NM_001033253,0.16398911,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_001033254,1.227645184,-0.162585261,0.268254163,0.606086627,0.544457231,1
NM_001033256,86.88687519,-0.054877649,0.258492682,0.212298655,0.831874044,1
NM_001033258,0.605352097,0.054112052,0.236597974,-0.228708855,0.819095212,1
NM_001033259,1039.806238,-0.092279986,0.271427792,0.339979871,0.733871686,1
NM_001033260,5.511806793,-0.713315393,0.341625512,2.088003874,0.036797485,0.361954854
NM_001033261,2077.197157,0.15054757,0.164395167,-0.915766398,0.359789431,0.944902046
NM_001033262,33.01057965,0.16900385,0.233206152,-0.724697219,0.468637802,0.994232304
NM_001033263,0.594431608,-0.021157566,0.200542429,0.105501693,0.915977726,1
NM_001033266,1.280110607,0.102458958,0.259992452,-0.394084355,0.693518761,1
NM_001033267,0.823838824,0.227280006,0.231530214,-0.981642967,0.326275772,0.915976764
NM_001033268,3689.804976,0.160445957,0.142202697,-1.128290531,0.259197241,0.86488813
NM_001033270,202.6761358,0.116542635,0.164671705,-0.707727139,0.47911472,1
NM_001033272,133.4468186,0.164128765,0.274210808,-0.598549585,0.549473284,1
NM_001033273,875.4571377,-0.51115604,0.182450641,2.801612737,0.005084787,0.099874407
NM_001033274,1089.722335,0.173960485,0.118509164,-1.467907446,0.142129365,0.688695776
NM_001033275,0.298675114,-0.048814087,0.157224737,0.310473327,0.75620104,1
